filename | text
clip_0378.wav| The turtle was aware of the problem, It is indeed difficult to live here anymore.
clip_0379.wav| Dear friends, please look for an alternate lake which is full of water.
clip_0380.wav| Then, find a strong stick from somewhere.
clip_0381.wav| The turtle continued, Once you find another lake, you can carry me to the lake with a stick.
clip_0382.wav| I can hold the stick tightly with my mouth, while both of you can hold the stick at either ends and fly.
clip_0383.wav| As planned, the swans flew to distant places and after some time found a lake which had plenty of water in it.
clip_0384.wav| They returned to carry the turtle.
clip_0385.wav| They prepared to hold the stick from both the ends, and suggested the turtle, Dear friend, everything seems fine.
clip_0386.wav| But make sure to keep your mouth tightly shut all the time.
clip_0387.wav| You must not speak, or you will fall off.
clip_0388.wav| Finally, they started flying.
clip_0389.wav| After some time, they had flown some distance when the turtle saw a town below.
clip_0390.wav| The people of the town were staring at the sight of two swans carrying a turtle in the sky.
clip_0391.wav| Look at that! This is a rare sight that two birds are carrying a turtle with the help of a stick, they shouted in admiration.
clip_0392.wav| On hearing all the commotion, the turtle opened her mouth, What is all the commotion about?, she asked.
clip_0393.wav| Needless to say, she went down the moment she opened her mouth, and the swans could do nothing to stop him from falling down to the earth.
clip_0394.wav| As she fell down, the people of the town captured her to make a feast out of her.
clip_0395.wav| The wise indeed say, Never fail to listen to the advice of your friends.
clip_0396.wav| A couple of sparrows lived happily in their nest on top of a huge tree in a jungle.
clip_0397.wav| The female sparrow had laid her eggs in the nest and they were expecting their newborns soon.
clip_0398.wav| On a particular day, unable to bear the heat of the summer sun, an elephant went berserk.
clip_0399.wav| He crashed into all trees in his way.
clip_0400.wav| On his way, he broke the branches of the tree that supported the nest of the sparrow couple.
clip_0401.wav| As the branches fell, so did the nest and all the newly laid eggs smashed against the ground.
clip_0402.wav| Although the sparrows managed to escape by flying away, they were heart-broken to see that they had lost the eggs.
clip_0403.wav| The female sparrow began to cry and wail loudly.
clip_0404.wav| A woodpecker, who was at a little distance, was touched by cries.
clip_0405.wav| He went to her and said, Dear good sparrow! There is nothing you can do by crying.
clip_0406.wav| What is destined to happen, will happen for sure.
clip_0407.wav| The female sparrow replied, That is indeed true.
clip_0408.wav| But all my children were killed by this wicked elephant, this is also true. We had done no harm to him.
clip_0409.wav| If you consider yourself to be a friend, continued the female sparrow, Please suggest me a way to destroy this elephant and avenge the death of my children.
clip_0410.wav| So I will, replied the woodpecker, I have a fly as a friend.
clip_0411.wav| Let us go and ask for her help to destroy this cruel elephant.
clip_0412.wav| Thus, the woodpecker and the female sparrow went to meet the fly.
clip_0413.wav| The woodpecker explained, My friend, please meet this sparrow.
clip_0414.wav| She is a dear friend of mine.
clip_0415.wav| Her eggs were destroyed by a wicked elephant please help us find a way to destroy this cruel elephant.
clip_0416.wav| I will certainly help you, the fly said after hearing the events, How can I be your friend, and yet not help you when you need me.
clip_0417.wav| I have a frog as a good friend, let us seek his help to destroy this wicked elephant.
clip_0418.wav| Thus, the female sparrow, woodpecker and the fly went to the frog, and explained him of all the events for which they had come to him for help.
clip_0419.wav| The old frog said after hearing everything, The elephant is big, but he is alone.
clip_0420.wav| What can this elephant do, if we work together to destroy him? I have a plan!
clip_0421.wav| He explained, Fly When the sun is scorching, your task would be to buzz in his ears.
clip_0422.wav| When he closes his eyes in sheer ecstasy, the woodpecker's task would be to peck his eyes and make him blind.
clip_0423.wav| In this scorching summer, he will certainly search for water, but being blinded already he will not be able to do so.
clip_0424.wav| I will then sit on the edge of the nearby pit and croak at the top of my voice.
clip_0425.wav| He continued, When the thirsty elephant hears me, he will think there is a pond or lake nearby and follow my voice.
clip_0426.wav| And when he does so, he will fall into the pit and perish.
clip_0427.wav| This way, we can avenge the death of the sparrow's children!
clip_0428.wav| The others agreed to the plan, and organized to do their part of the tasks as laid by the old frog.
clip_0429.wav| They executed their tasks successfully, and the elephant fell into a muddy pit and was severely wounded.
clip_0430.wav| The wise indeed say, Even the low and humble achieve results when they work together.
clip_0431.wav| There lived a lion called Vajradaunstra in the jungle, who had two attendants, a jackal and a wolf.
clip_0432.wav| One day a caravan was passing by, and one of the camels in the caravan was an expectant female.
clip_0433.wav| As she was not able to walk, and was in labour pains, the caravan set her free and left her behind.
clip_0434.wav| Within moments, she fell prey to the lion, and while the three of them were eating.
clip_0435.wav| They cut the womb of the camel, from which a baby camel came out.
clip_0436.wav| Since, it was just a baby, and they already had a good meal out of the camel, the lion decided to spare the baby camel's life.
clip_0437.wav| He brought the baby camel home.
clip_0438.wav| The lion said to the little camel, From now onwards you will live with us, and will have nothing to fear from, even me.
clip_0439.wav| I will let everybody know that you are under my protection, and you can wander about fearlessly and feed on the green grass of the jungle.
clip_0440.wav| From then onwards, they lived happily.
clip_0441.wav| The four of them would tell each other stories, and the camel was always found along with the lion.
clip_0442.wav| One day, the lion returned home badly injured after a fight with a wild elephant.
clip_0443.wav| He was unable to even walk, let alone go out and hunt.
clip_0444.wav| Unable to bear the hunger, he asked the camel, jackal and the wolf to go in search of some small animal that he will be able to kill, even in his condition.
clip_0445.wav| Thus, the hunger for all three of them would be satisfied.
clip_0446.wav| But the three of them returned empty-handed in the evening, even after their efforts to search for an animal.
clip_0447.wav| The jackal began wondering in hunger, The young camel does not belong amongst us, and he will be able to provide food for many days.
clip_0448.wav| But, I have to be cunning to convince the lion to kill him, as he has promised not to harm him.
clip_0449.wav| He said to the camel, Our master will soon die of hunger, and so will we.
clip_0450.wav| I and the wolf will die of starvation, and some other animal will prey on you after they know that there is nobody to protect you anymore.
clip_0451.wav| I suggest you must offer yourself to the lion, and save us from dying.
clip_0452.wav| For your sacrifice, you will be reborn in a body twice the size of what you have in this life!
clip_0453.wav| The young camel agreed immediately, Had it not been for the lion, I would have been dead long ago.
clip_0454.wav| I shall be rewarded hundred-times for my sacrifice, and find a place in heaven. I agree to offer my body.
clip_0455.wav| In the evening, the jackal said to the lion, that the camel will be blessed with twice the size of the body in his next birth, if he killed him and worshipped God before eating him.
clip_0456.wav| He explained that the camel was willing to offer his body for this sacrifice.
clip_0457.wav| The lion was convinced by the cunning jackal and he agreed.
clip_0458.wav| As soon the jackal was able to convince him, he jumped on the young camel and tore him apart. The young camel died instantly.
clip_0459.wav| The lion remembered that he must worship before eating for the young camel's next life and asked the jackal and wolf to guard over the carcass, while he returned.
clip_0460.wav| He then went for a bath and worshiped the gods.
clip_0461.wav| When the lion was gone, the jackal thought, How can I fool the lion and have the entire camel for myself?
clip_0462.wav| He thought of a plan, and called out to the wolf, Hey wolf! I know you are unable to tolerate the hunger anymore.
clip_0463.wav| Eat a mouthful of the camel's flesh and I will convince the lion by making up a story.
clip_0464.wav| The wolf started eating some, believing the jackal's words.
clip_0465.wav| Just then the jackal alerted, Here comes the lion, stop eating now!
clip_0466.wav| When the lion returned, the wolf had stopped eating.
clip_0467.wav| But the lion noticed that his food had been contaminated.
clip_0468.wav| He roared in anger, How is it that my food is contaminated despite it being guarded by the two of you?
clip_0469.wav| The jackal smiled at the wolf, I advised you not to eat, but you would not listen.
clip_0470.wav| You could not tolerate your hunger and wait for the king's return! You should be ashamed of yourself!
clip_0471.wav| The lion noticed the blood on the wolf's paw, and attacked it.
clip_0472.wav| The wolf, realizing that he would die if he did not flee, ran for his life to never return again.
clip_0473.wav| At the very moment a very big caravan approached. The camels in the caravan had large bells around their necks, and the jingling sound could be heard from a distance.
clip_0474.wav| The lion was surprised by the unusual and terrifying noise and wanted to know what made the noise.
clip_0475.wav| At once, the jackal used it as an opportunity. He said, O Master, it is the same caravan returning.
clip_0476.wav| Only this time, it is led by Yama.
clip_0477.wav| He must be very angry on you for killing the camel before the hour appointed for his death.
clip_0478.wav| Look, he even brings the camels forefathers and relatives to avenge his death.
clip_0479.wav| I suggest you should run away from here.
clip_0480.wav| The lion believed him and was frightened.
clip_0481.wav| When he saw the caravan approaching, with so many camels, he ran for his life.
clip_0482.wav| When the jackal had finally gotten rid of the lion, he ate the camel's flesh all by himself. It lasted many days.
clip_0483.wav| The wise indeed say, Spurn the company of the wicked else you will come to grief.
clip_0484.wav| There lived a group of monkeys in the mountains.
clip_0485.wav| During one winter, there were heavy rains.
clip_0486.wav| Drenched in the rain, they began to shiver in the cold.
clip_0487.wav| During this time, some of the monkey found some colourful Gunja fruits, which appeared to them as embers of fire.
clip_0488.wav| Hoping to make some fire for themselves, they began to blow at them.
clip_0489.wav| A bird on a nearby tree was watching the monkeys from above.
clip_0490.wav| Considering the vain attempts the monkeys were busy with, it thought of advising them against it.
clip_0491.wav| What big fools you are. You are blowing at some Gunja fruits and not embers of fire.
clip_0492.wav| You will never be able to make any fire out of them.
clip_0493.wav| What you are doing is a waste of time.
clip_0494.wav| These fruits will not help you to protect yourself against the cold.
clip_0495.wav| Go and find some shelter instead.
clip_0496.wav| You may find a cave or a burrow where you will be protected from the rains and the cold winds.
clip_0497.wav| The monkeys did not like his advice.
clip_0498.wav| One of the old monkeys said, Go fool yourself. Why are you interfering in our task?
clip_0499.wav| But the bird disagreed.
clip_0500.wav| Not heeding what the old monkey had said, it flew down from the tree and persisted that the monkeys stop what they were doing.
clip_0501.wav| The monkey ignored his chatter but the bird refused to stop.
clip_0502.wav| In an effort to convince the monkeys, the bird came close to explain that their efforts were useless.
clip_0503.wav| Already frustrated by their vain efforts, the monkeys became furious.
clip_0504.wav| One of the monkeys caught hold of the bird and smashed him against the ground. The bird was severely wounded.
clip_0505.wav| The wise indeed say, Never give advice unless you are asked for it.
clip_0506.wav| A couple of sparrows lived on the branches of a huge tree, deep in the jungle.
clip_0507.wav| They had worked very hard in building their nest, and it was a comfortable home that protected them in all weathers.
clip_0508.wav| One day, during the winter, as they were enjoying the comforts of their nest, it started raining outside.
clip_0509.wav| Sometime later, a monkey came to take shelter under the very same tree.
clip_0510.wav| The monkey was all drenched in the rain, and his teeth were chattering in the cold.
clip_0511.wav| When the female sparrow saw this, she felt pity on him and said from her nest, O Monkey, You have hands and feet similar to humans.
clip_0512.wav| You can use them for many reasons. Why don't you make yourself a protected home?
clip_0513.wav| The monkey was already suffering from the rain and the cold, and was in no mood for an advice.
clip_0514.wav| He replied, You wicked sparrow! Why can't you keep your mouth shut?
clip_0515.wav| But the female sparrow continued her advice.
clip_0516.wav| She explained how she was able to enjoy the comforts of her home, and how she did not suffer from either heat, or cold, or rain.
clip_0517.wav| This made the monkey very angry.
clip_0518.wav| The monkey thought, What a wicked female bird!
clip_0519.wav| She talks as if she has mastered all sciences and philosophies, and simply won't stop chirping.
clip_0520.wav| She is making me so angry, that I might as well kill her.
clip_0521.wav| I am already suffering from this rain and cold, I do not wish to hear any advice.
clip_0522.wav| The female sparrow, however, continued chattering and did not cease to advice.
clip_0523.wav| At one moment, the monkey became so angry, that he climbed up the tree and tore up her nest to pieces.
clip_0524.wav| The wise indeed say, Give your advice only to those who deserve it, else you will come to grief.
clip_0525.wav| There was a huge Banyan tree beside a lake, which nested a number of cranes.
clip_0526.wav| In the hollow at the foot of the tree lived a poisonous black snake.
clip_0527.wav| He used to climb up and eat the crane's youngs after they were hatched.
clip_0528.wav| One crane, who had lost her children to the cunning black snake, started weeping on the banks of the lake.
clip_0529.wav| A crab, who was nearby, heard the crane weeping, and asked, Why do you cry, aunty?
clip_0530.wav| The crane replied, I am the unlucky mother, all of whose children have been eaten by the wicked black snake, who lives in the hollow of the tree.
clip_0531.wav| What else can I do but weep? I would have killed the snake if I could!
clip_0532.wav| The crab thought for a while, I have to devise a plan to have the black snake killed, and have the cranes destroyed at the same time.
clip_0533.wav| The cranes are our natural enemy.
clip_0534.wav| I will tell him half truth and half lies, to my advantage.
clip_0535.wav| Thinking so, the crab said to the crane, Aunty! I will tell you a plan to get rid of the black snake.
clip_0536.wav| All you have to do is scatter some fish and flesh from a nearby burrow, where a mongoose lives, to the snake's hollow.
clip_0537.wav| When the mongoose will come following the food and reach the snake's home, he will certainly kill him!
clip_0538.wav| The crane agreed to do as the crab planned.
clip_0539.wav| As anticipated, the mongoose saw the black snake while following the trail of food.
clip_0540.wav| They had a fight, and the mongoose killed the snake.
clip_0541.wav| After this, the mongoose realized that there were many cranes on the top of the trees.
clip_0542.wav| In due course of time, the mongoose climbed up the trees and started killing the cranes, till all the cranes were destroyed.
clip_0543.wav| The wise indeed say, The solution of the problem should not be worse than the problem itself. That is, while trying to solve the problem, you should not complicate the problem further.
clip_0544.wav| Once there was a king, who had a pet monkey.
clip_0545.wav| This monkey was a fool, but was treated royally and moved freely in the king's palace.
clip_0546.wav| He was also allowed to enter the king's personal rooms that were forbidden even for the confidential servants.
clip_0547.wav| One afternoon, the king was asleep, while the monkey kept a watch.
clip_0548.wav| All of a sudden, a fly came in the room and sat on the king's chest.
clip_0549.wav| The monkey swayed her away, but the fly would only go away for some time and return on the king's chest again.
clip_0550.wav| The monkey got very angry and excited.
clip_0551.wav| The foolish monkey started chasing the fly with a sword.
clip_0552.wav| As the fly sat on the king's chest again, the monkey hit the fly with all his might.
clip_0553.wav| The fly flew away unharmed, but the king was severely wounded.
clip_0554.wav| The wise indeed say, Beware of a foolish friend. He can cause you more harm than your enemy.
clip_0555.wav| There was a Brahmin in a certain town, who was a thief.
clip_0556.wav| It was believed that he had become a thief due to ill actions in his previous life.
clip_0557.wav| One day, four Brahmins arrived in this town from a far-off place, to sell some wares.
clip_0558.wav| They had a successful business and earned a handful of money.
clip_0559.wav| The thief watched them making money, and thought of stealing the money from them.
clip_0560.wav| He approached them as a friend, and soon won their confidence by quoting eloquently from the Holy Scriptures.
clip_0561.wav| He requested them to appoint him as their helping hand, to which they agreed.
clip_0562.wav| One day, the Brahmins had sold all their wares.
clip_0563.wav| They decided that it would not be proper for them to travel with all the money.
clip_0564.wav| So, they purchased jewels with all the money that they had earned.
clip_0565.wav| Then, they cut open their thighs and hid the jewels inside.
clip_0566.wav| With the help of a special ointment, they healed their cuts.
clip_0567.wav| In this manner, they concealed all their jewels.
clip_0568.wav| But, all this happened during the time that the thief was in service.
clip_0569.wav| So, he knew where they had hidden all their earnings.
clip_0570.wav| The thief wondered, I have not got a chance to rob them till now.
clip_0571.wav| If I can accompany them when they travel homewards, I may be able to get a chance to steal them on the way.
clip_0572.wav| I can poison them on the way, and take away the precious jewels.
clip_0573.wav| Later, when they started preparing to leave, the thief started weeping.
clip_0574.wav| He said, Dear friends, the very thought of your departure makes me sad.
clip_0575.wav| After so many days that we have been together and shared a bond of love, I will be left all alone after you depart.
clip_0576.wav| Please take me along with you.
clip_0577.wav| The Brahmins were moved by his emotions, and decided to take him with them, and the five of them started the journey.
clip_0578.wav| On their way, they were going through the jungle and were crossing an area controlled by a wild tribe.
clip_0579.wav| The chief of the tribe had a magical crow as his pet, who could foresee many things.
clip_0580.wav| As they came near their place, the crow screamed, Quick! They have treasure! Kill them and take their treasure!
clip_0581.wav| When the tribesmen heard this, they captured the five friends.
clip_0582.wav| They searched them and their belongings, even removed their clothes, but found nothing.
clip_0583.wav| The chief said, You certainly have some treasure with you.
clip_0584.wav| The crow has never been wrong before.
clip_0585.wav| Hand over your treasure to us, or we will kill you, as the crow suggests.
clip_0586.wav| You may have eaten the treasure, and we may have to cut open your stomachs to recover them. Tell us the truth.
clip_0587.wav| The thief, who was also a Brahmin, thought, If they kill any of them, and search their bodies, they will recover jewels from the body.
clip_0588.wav| They will not believe me, and kill me too!
clip_0589.wav| They will not find any jewel, is another matter, but I will die anyway.
clip_0590.wav| Thus, the Brahmin-thief made a firm resolution and said to the chief, O Chief, you believe we have treasure hidden in our bodies.
clip_0591.wav| But it will be a mistake to kill all of us to pay for the crow's misunderstanding!
clip_0592.wav| I offer you myself. You may kill me, cut open my body to the very bones and see if you find any treasure.
clip_0593.wav| The chief agreed, and thus, the Brahmin-thief sacrificed himself. The tribesmen looked into every bit of his body, but found nothing.
clip_0594.wav| The chief was very confused he believed that the crow must somehow have misunderstood.
clip_0595.wav| He humbly said to the remaining four Brahmins, O travellers, it was a mistake to kill your friend, for he did not have any hidden treasure.
clip_0596.wav| I will not further my mistake by killing any of you.
clip_0597.wav| I release you from my captivity, please continue your journey.
clip_0598.wav| In this manner, the four Brahmins, and the jewels were saved and continued their journey.
clip_0599.wav| The wise indeed say, Better an intelligent enemy than a foolish friend.
clip_0600.wav| There was a temple of Lord Shiva near a southern city called Mahilaropyam.
